,abbreviation,alt_color,alt_name1,alt_name2,alt_name3,color,conference,division,id,logos,mascot,school
990,,,,,,,,,1000239,,,Des Moines Baptist
991,,,,,,,,,1000079,,,Detroit A.C.
992,,,,,Detroit Mercy,,,,1000019,,Titans,Detroit Mercy
993,,,,,,,,,1000277,,,Dickinson Seminary
994,,,,,,,,,1000751,,,Dixie
995,DIX,,,DIX,Dixie St,#000000,,,3101,"['http://a.espncdn.com/i/teamlogos/ncaa/500/3101.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/3101.png']",Red Storm,Dixie State
996,,,,,,,,,1000215,,,Dixon
997,,,,,,,,,1000130,,,Doane
998,,,,,,,,,1000415,,,Drake Alumni
999,,,,,,,,,1000701,,,Drexel
1000,,,,,Drury,,,,1000020,,Panthers,Drury
1001,,,,,,,,,1000176,,,Duquesne A.C.
1002,,,,,,,,,1000520,,,East Central Oklahoma
1003,,,,,,,,,1000299,,,East Denver High
1004,,,,,,,,,1000311,,,East Des Moines High
1005,,,,,,,,,1000739,,,Eastern Arizona J.C.
1006,,,,,,,,,1000428,,,Eastern (Virginia)
1007,,,,,,,,,1000728,,,Edmond Tech
1008,,,,,,,,,1000833,,,Edmonton Field
1009,,,,,,,,,1000899,,,Edward Waters
1010,,,,,,,,,1000265,,,Elgin Academy
1011,,,,,,,,,1000167,,,Elizabeth A.C.
1012,,,,,,,,,1000724,,,Ellensburg
1013,,,,,,,,,1000850,,,Ellington Field
1014,,,,,,,,,1000525,,,Ellsworth
1015,,,,,,,,,1000732,,,El Paso National Guard
1016,,,,,,,,,1000828,,,El Toro Marines
1017,,,,,,,,,1000316,,,Emporia College
1018,,,,,,,,,1000707,,,Englewood
1019,,,,,,,,,1000127,,,Englewood High
1020,,,,,,,,,1000128,,,Englewood YMCA
1021,,,,,Erskine,,,,1000021,,The Flying Fleet,Erskine
1022,,,,,,,,,1000067,,,Eton
1023,,,,,,,,,1000163,,,Eureka
1024,,,,,,,,,1000152,,,Evanston High
1025,,,,,,,,,1000752,,,Evansville
1026,,,,,,,,,1000090,,,Exeter
1027,,,,,,,,,1000155,,,F.A.A.
1028,,,,,,,,,1000111,,,Fall River
1029,,,,,,,,,1000087,,,Falls of Schuylkill
1030,,,,,,,,,1000859,,,Farragut Navy
1031,FINL,,,FINL,Finlandia,,,,109418,,Lions,Finlandia University
1032,,,,,,,,,1000437,,,Fishburne M.A.
1033,,,,,,,,,1000228,,,Fitchburg YMCA
1034,,,,,,,,,1000819,,,Fleet City
1035,,,,,,,,,1000528,,,Florence YMCA
1036,,,,,,,,,1000508,,,Florida Southern
1037,,,,,Fort Benning,,,,1000022,,Doughboys,Fort Benning
1038,,,,,,,,,1000830,,,Fort Bliss
1039,,,,,,,,,1000689,,,Fort Bragg
1040,,,,,,,,,1000631,,,Fort Des Moines
1041,,,,,,,,,1000391,,,Fort Douglas
1042,,,,,,,,,1000382,,,Fort Ethan Allen
1043,,,,,,,,,1000643,,,Fort Jackson
1044,,,,,,,,,1000777,,,Fort Knox
1045,,,,,,,,,1000476,,,Fort Leavenworth
1046,,,,,,,,,1000755,,,Fort Lewis College
1047,,,,,,,,,1000776,,,Fort Monmouth
1048,,,,,,,,,1000823,,,Fort Monroe
1049,,,,,,,,,1000628,,,Fort Oglethorpe
1050,,,,,,,,,1000768,,,Fort Ord
1051,,,,,,,,,1000827,,,Fort Pierce
1052,,,,,Fort Riley,,,,1000023,,Centaurs,Fort Riley
1053,,,,,,,,,1000255,,,Fort Sheridan
1054,,,,,,,,,1000784,,,Fort Totten
1055,,,,,Fort Warren,,,,1000024,,Broncos,Fort Warren
1056,,,,,,,,,1000326,,,Fort Worth
1057,,,,,,,,,1000612,,,Foundation
1058,,,,,,,,,1000885,,,Frederick
1059,,,,,,,,,1000278,,,Freeport High
1060,,,,,,,,,1000584,,,Fremont Ammuntion
1061,,,,,,,,,1000868,,,Fresno State JV
1062,,,,,,,,,1000342,,,Friends
1063,,,,,,,,,1000818,,,Galveston Field
1064,,,,,,,,,1000632,,,Garden City
1065,,,,,,,,,1000363,,,Geneva
1066,,,,,,,,,1000351,,,Georgetown (Kentucky)
1067,,,,,George Washington,,,,1000025,,Colonials,George Washington
1068,,,,,,,,,1000548,,,Georgia B
1069,,,,,,,,,1000470,,,Georgia Medical
1070,,,,,Georgia Pre-Flight,,,,1000026,,Skycrackers,Georgia Pre-Flight
1071,,,,,,,,,1000545,,,Georgia Tech B
1072,,,,,,,,,1000581,,,Goat Island Navy
1073,,,,,,,,,1000283,,,Golden High
1074,,,,,Gonzaga,,,,1000027,,Bulldogs,Gonzaga
1075,,,,,,,,,1000691,,,Gonzaga Alumni
1076,,,,,,,,,1000404,,,Gordon
1077,,,,,,,,,1000244,,,Goshen
1078,,,,,,,,,1000315,,,Grand Island
1079,,,,,,,,,1000188,,,Grand Rapids High
1080,,,,,,,,,1000532,,,Granite High
1081,,,,,Great Lakes Navy,,,,1000028,,Bluejackets,Great Lakes Navy
1082,,,,,,,,,1000137,,,Greenfield
1083,,,,,,,,,1000809,,,Greensboro Field
1084,,,,,,,,,1000804,,,Greenville Field
1085,,,,,,,,,1000184,,,Greer
1086,,,,,,,,,1000240,,,Grinnell Alumni
1087,,,,,,,,,1000284,,,Grinnell High
1088,,,,,,,,,1000406,,,Grove City
1089,,,,,,,,,1000186,,,Hahnemann Medical
1090,,,,,,,,,1000653,,,Hamilton A.C.
1091,,,,,,,,,1000361,,,Hampton A.C.
1092,,,,,,,,,1000646,,,Hampton Road
1093,,,,,,,,,1000467,,,Harrisburg A.C.
1094,,,,,,,,,1000492,,,Harry Hillman Academy
1095,,,,,,,,,1000154,,,Hartford
1096,,,,,,,,,1000092,,,Harvard Alumni
1097,,,,,,,,,1000094,,,Harvard B
1098,,,,,,,,,1000134,,,Harvard Freshmen
1099,,,,,,,,,1000477,,,Harvard Law
1100,,,,,Haskell,,,,1000029,,Indians,Haskell
1101,,,,,,,,,1000398,,,Hastings
1102,,,,,,,,,1000716,,,Hastings State
1103,,,,,,,,,1000458,,,Havana A.C.
1104,,,,,,,,,1000420,,,Havana University
1105,,,,,Haverford,,,,1000030,,Fords,Haverford
1106,,,,,,,,,1000696,,,Hawaii All-Stars
1107,,,,,,,,,1000889,,,Hayward State
1108,,,,,,,,,1000377,,,Hebron Academy
1109,,,,,,,,,1000329,,,Hedding
1110,,,,,,,,,1000858,,,Herington Field
1111,,,,,,,,,1000313,,,Highland Park
1112,,,,,,,,,1000719,,,High Point
1113,,,,,,,,,1000762,,,Hiwassee
1114,,,,,,,,,1000614,,,Hoboken Navy
1115,HOF,#f6c934,,HOF,Hofstra,#27297c,,,2275,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2275.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2275.png']",Pride,Hofstra
1116,,,,,,,,,1000254,,,Homestead A.C.
1117,,,,,,,,,1000847,,,Hondo Field
1118,,,,,,,,,1000178,,,Hopkinson
1119,,,,,,,,,1000471,,,Horner
1120,,,,,,,,,1000373,,,Houston YMCA
1121,,,,,,,,,1000158,,,Hyde Park
1122,,,,,,,,,1000123,,,Hyde Park High
1123,,,,,,,,,1000779,,,Idaho Marines
1124,,,,,,,,,1000216,,,Illinois Alumni
1125,,,,,,,,,1000172,,,Illinois Cycling Club
1126,,,,,,,,,1000555,,,Illinois Medical
1127,,,,,,,,,1000439,,,Independence A.C.
1128,,,,,,,,,1000241,,,Indiana Alumni
1129,,,,,,,,,1000348,,,Indiana Medical
1130,,,,,,,,,1000452,,,Indiana (Pennsylvania)
1131,,,,,,,,,1000150,,,Indianapolis Artillery
1132,,,,,,,,,1000705,,,Intermountain
1133,IPF,,,IPF,Iowa Pre-Flight,,,,1000000,,Seahawks,Iowa Pre-Flight
1134,,,,,,,,,1000430,,,Jackson Br.-New Orleans
1135,,,,,,,,,1000822,,,Jackson Field
1136,,,,,Jacksonville Naval Air Station,,,,1000031,,Flyers,Jacksonville Naval Air Station
1137,,,,,,,,,1000435,,,James Millikin
1138,,,,,,,,,1000412,,,Jefferson
1139,,,,,,,,,1000350,,,Jefferson Medical
1140,,,,,,,,,1000360,,,Jersey Shore
1141,,,,,,,,,1000758,,,Kamehameha Alumni
1142,,,,,,,,,1000132,,,Kansas City A.C.
1143,,,,,,,,,1000251,,,Kansas City Medical
1144,,,,,,,,,1000407,,,Kansas City Veterinary
1145,,,,,,,,,1000524,,,Kansas Wesleyan
1146,KEA,,,KEA,Kean,#000000,,,2871,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2871.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2871.png']",Cougars,Kean
1147,,,,,,,,,1000483,,,Kearney
1148,,,,,,,,,1000855,,,Kearney Field
1149,,,,,,,,,1000851,,,Keesler Field
1150,,,,,,,,,1000608,,,Kelly Field
1151,,,,,,,,,1000354,,,Kents Hill
1152,KCU,,,KCU,Kentucky Christian,#000000,,,3077,"['http://a.espncdn.com/i/teamlogos/ncaa/500/3077.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/3077.png']",Knights,Kentucky Christian
1153,,,,,,,,,1000293,,,King
1154,,,,,,,,,1000328,,,Kingfisher
1155,,,,,,,,,1000743,,,King George
1156,,,,,,,,,1000772,,,Kirtland Field
1157,,,,,,,,,1000553,,,Kiski Preparatory
1158,KNO,,Knox,KNO,Knox College,#000000,,,255,"['http://a.espncdn.com/i/teamlogos/ncaa/500/255.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/255.png']",Prairie Fire,Knox College
1159,,,,,,,,,1000848,,,Lackland Field
1160,,,,,,,,,1000224,,,Lake Forest Academy
1161,,,,,,,,,1000226,,,Lake Forest Alumni
1162,,,,,,,,,1000778,,,Lakehurst NAS
1163,LAKE,,,LAKE,Lakeland,,,,6353,"['http://a.espncdn.com/i/teamlogos/ncaa/500/6353.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/6353.png']",Lakeland,Lakeland University
1164,,,,,,,,,1000120,,,Lake View High
1165,,,,,,,,,1000202,,,Lancaster Crescents
1166,LAN,,,LAN,Lane,#000000,,,2323,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2323.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2323.png']",Dragons,Lane
1167,,,,,,,,,1000660,,,Lanier
1168,,,,,,,,,1000445,,,Laramie High
1169,,,,,,,,,1000248,,,La Salle
1170,,,,,,,,,1000488,,,Latrobe A.C.
1171,,,,,,,,,1000159,,,Laureate Boat Club
1172,,,,,,,,,1000138,,,Lawrenceville
1173,,,,,,,,,1000339,,,Lawton
1174,,,,,,,,,1000568,,,League Island Navy
1175,,,,,,,,,1000427,,,Leander Clarke
1176,,,,,,,,,1000108,,,Lehigh A.C.
1177,,,,,,,,,1000870,,,Leilahau
1178,,,,,,,,,1000083,,,Lewisburg A.C.
1179,,,,,,,,,1000630,,,Lieutenants
1180,,,,,,,,,1000894,,,Lincoln
1181,,,,,,,,,1000824,,,Lincoln Field
1182,,,,,,,,,1000243,,,Lincoln High
1183,,,,,,,,,1000355,,,Lincoln Medical
1184,,,,,,,,,1000460,,,Locust Grove
1185,,,,,,,,,1000502,,,Logan All-Stars
1186,,,,,Lombard,,,,1000032,,,Lombard
1187,LBS,,,LBS,Long Beach State,,,,1000006,,49ers,Long Beach State
1188,,,,,,,,,1000300,,,Longmont High
1189,,,,,,,,,1000718,,,Loras
1190,LOR,,,LOR,Loras College,#000000,,,263,"['http://a.espncdn.com/i/teamlogos/ncaa/500/263.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/263.png']",Duhawks ,Loras College
1191,,,,,,,,,1000710,,,Los Angeles A.C.
1192,,,,,,,,,1000750,,,Los Angeles Junior College
1193,,,,,,,,,1000800,,,Louisiana Army STU
1194,,,,,,,,,1000709,,,Louisiana State Freshmen
1195,,,,,,,,,1000852,,,Louisville Field
1196,,,,,,,,,1000615,,,Love Field
1197,,,,,,,,,1000790,,,Lowry Field
1198,,,,,,,,,1000606,,,Loyola Academy
1199,,,,,,,,,1000713,,,Loyola (Baltimore)
1200,,,,,,,,,1000712,,,Loyola (Chicago)
1201,,,,,Loyola (LA),,,,1000033,,Wolfpack,Loyola (LA)
1202,,,,,Loyola Marymount,,,,1000034,,Lions,Loyola Marymount
1203,,,,,Lubbock Field,,,,1000035,,,Lubbock Field
1204,,,,,,,,,1000682,,,Lynchburg
1205,,,,,,,,,1000590,,,MacAurthur Field
1206,,,,,,,,,1000517,,,Machinists Mates
1207,,,,,,,,,1000189,,,Madison High
1208,,,,,Manhattan,,,,1000036,,Jaspers,Manhattan
1209,,,,,,,,,1000102,,,Manhattan A.C.
1210,,,,,,,,,1000785,,,Manhattan Beach Coast Guard
1211,,,,,,,,,1000897,,,Mankato State
1212,,,,,,,,,1000145,,,Manual Training High
1213,,,,,March Field,,,,1000037,,Flyers,March Field
1214,,,,,Mare Island Marines,,,,1000038,,,Mare Island Marines
1215,,,,,,,,,1000609,,,Mare Island Navy
1216,,,,,,,,,1000352,,,Marine Officers
1217,,,,,,,,,1000294,,,Marion
1218,,,,,,,,,1000510,,,Marion County High
1219,,,,,,,,,1000261,,,Marion Sims
1220,,,,,Marquette,,,,1000039,,Golden Eagles,Marquette
1221,,,,,,,,,1000463,,,Marshall School
1222,,,,,,,,,1000368,,,Marshalltown
1223,,,,,,,,,1000194,,,Maryland A.C.
1224,,,,,,,,,1000204,,,Maryland-Baltimore
1225,,,,,,,,,1000393,,,Massilon A.C.
1226,,,,,,,,,1000620,,,Mather Field
1227,,,,,,,,,1000841,,,Maxwell Field
1228,,,,,,,,,1000815,,,Mayport NAS
1229,,,,,,,,,1000860,,,McClellan Field
1230,,,,,,,,,1000345,,,McDaniel
1231,,,,,,,,,1000069,,,McGill
1232,MAN,,,MAN,McKendree,#000000,,,2816,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2816.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2816.png']",Bearcats,McKendree
1233,,,,,,,,,1000232,,,Medford A.C.
1234,,,,,,,,,1000264,,,Medico-Chirurgical
1235,,,,,,,,,1000835,,,Melville PT Boats
1236,,,,,,,,,1000466,,,Memphis High
1237,,,,,,,,,1000797,,,Memphis Navy
1238,,,,,,,,,1000325,,,Mercersburg Academy
1239,,,,,,,,,1000540,,,Meridian
1240,,,,,,,,,1000485,,,Meteor A.C.
1241,,,,,,,,,1000124,,,Michigan A.C.
1242,,,,,,,,,1000149,,,Michigan Military Academy
1243,,,,,,,,,1000873,,,Midwestern Texas State
1244,,,,,,,,,1000816,,,Milligan
1245,,,,,,,,,1000259,,,Milwaukee Medical
1246,,,,,,,,,1000171,,,Minneapolis Boat Club
1247,,,,,,,,,1000165,,,Minneapolis Central High
1248,,,,,,,,,1000312,,,Minneapolis Eastern High
1249,,,,,,,,,1000182,,,Minneapolis South High
1250,,,,,,,,,1000125,,,Minnesota Alumni
1251,,,,,,,,,1000516,,,Missouri-Kansas City
1252,,,,,,,,,1000320,,,Missouri-Rolla
1253,,,,,,,,,1000895,,,Missouri Southern
1254,,,,,,,,,1000839,,,Missouri Valley
1255,,,,,,,,,1000661,,,Missouri Wesleyan
1256,MIT,,,MIT,MIT,#000000,,,109,"['http://a.espncdn.com/i/teamlogos/ncaa/500/109.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/109.png']",Engineers,MIT
1257,,,,,,,,,1000766,,,Moffett Field
1258,,,,,,,,,1000871,,,Mohawk
1259,,,,,,,,,1000388,,,Moline A.C.
1260,,,,,,,,,1000403,,,Monroe A.C.
1261,,,,,,,,,1000534,,,Montana Tech
1262,,,,,,,,,1000681,,,Montana Wesleyan
1263,,,,,,,,,1000115,,,Montclair A.C.
1264,,,,,,,,,1000717,,,Montezuma
1265,,,,,,,,,1000319,,,Montgomery A.C.
1266,,,,,,,,,1000798,,,Monticello Navy
1267,,,,,,,,,1000076,,,Montreal
1268,,,,,,,,,1000285,,,Mooney
1269,,,,,,,,,1000896,,,Moorhead State
1270,,,,,,,,,1000474,,,Morgan
1271,,,,,,,,,1000438,,,Morganton Mutes
1272,,,,,,,,,1000832,,,Morris Field
1273,,,,,,,,,1000490,,,Morris Harvey
1274,,,,,,,,,1000193,,,Mount Airy Deaf School
1275,,,,,,,,,1000454,,,Mount Carmel All-Stars
1276,,,,,,,,,1000129,,,Mount Hermon
1277,,,,,,,,,1000497,,,Mount Pleasant
1278,,,,,,,,,1000203,,,Mount St. Mary's
1279,,,,,,,,,1000419,,,Multnomah A.C.
1280,,,,,Nashville,,,,1000040,,,Nashville
1281,,,,,,,,,1000558,,,Navy Hospital Corps
1282,,,,,,,,,1000565,,,Navy Reserves
1283,,,,,,,,,1000604,,,Navy Transport
1284,,,,,,,,,1000245,,,Nebraska Alumni
1285,,,,,,,,,1000478,,,Nebraska Wesleyan
1286,NWU,,,NWU,Neb. Wesleyan,,,,6845,"['http://a.espncdn.com/i/teamlogos/ncaa/500/6845.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/6845.png']",Neb Wesleyan,Nebraska Wesleyan University
1287,,,,,,,,,1000253,,,Needham
1288,,,,,,,,,1000231,,,Newark A.C.
1289,,,,,,,,,1000515,,,Newberry A.C.
1290,,,,,,,,,1000275,,,Newburyport A.C.
1291,,,,,,,,,1000523,,,New England All-Stars
1292,,,,,,,,,1000195,,,New Jersey A.C.
1293,,,,,,,,,1000837,,,New London Submarine Base
1294,,,,,,,,,1000737,,,New Mexico Military
1295,,,,,,,,,1000746,,,New Mexico Tech
1296,,,,,,,,,1000424,,,New Orleans Gym Club
1297,,,,,,,,,1000570,,,Newport Navy
1298,,,,,,,,,1000759,,,Newport News
1299,,,,,,,,,1000602,,,Newport NTS
1300,,,,,,,,,1000164,,,Newton A.C.
1301,,,,,,,,,1000416,,,Newton High
1302,,,,,,,,,1000200,,,Newtowne A.C.
1303,,,,,,,,,1000106,,,New York A.C.
1304,,,,,,,,,1000116,,,New York Law
1305,,,,,,,,,1000333,,,New York Naval Militia
1306,,,,,,,,,1000649,,,New York State
1307,,,,,New York University,,,,1000041,,Violets,New York University
1308,,,,,,,,,1000402,,,Niagara
1309,,,,,,,,,1000356,,,Norfolk A.C.
1310,,,,,,,,,1000480,,,Norfolk Blues
1311,,,,,,,,,1000688,,,Norfolk Fire Department
1312,,,,,,,,,1000811,,,Norfolk Marines
1313,,,,,,,,,1000622,,,Norfolk Navy
1314,,,,,,,,,1000642,,,Norfolk Navy Base
1315,,,,,,,,,1000639,,,Norfolk Navy Yard
1316,,,,,Norman Naval Air Station,,,,1000042,,Zoomers,Norman Naval Air Station
1317,,,,,,,,,1000444,,,Norman Park
1318,,,,,,,,,1000518,,,North Alabama A.C.
1319,,,,,,,,,1000434,,,North Carolina Medical
1320,NCPF,,,NCPF,North Carolina Pre-Flight,,,,1000005,,Cloudbusters,North Carolina Pre-Flight
1321,,,,,,,,,1000754,,,North Dakota Teachers
1322,,,,,,,,,1000310,,,North Denver High
1323,,,,,,,,,1000237,,,North Division High
1324,NE,#c2c3c0,,NE,Northeastern,#cc0001,,,111,"['http://a.espncdn.com/i/teamlogos/ncaa/500/111.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/111.png']",Huskies,Northeastern
1325,,,,,,,,,1000698,,,Northeastern Oklahoma State
1326,,,,,,,,,1000385,,,North Georgia
1327,,,,,,,,,1000210,,,Northwest Division High
1328,,,,,,,,,1000187,,,Northwestern Academy
1329,,,,,,,,,1000205,,,Northwestern Alumni
1330,,,,,,,,,1000221,,,Northwestern Dental
1331,,,,,,,,,1000392,,,Northwestern (Wisconsin)
1332,,,,,,,,,1000747,,,Notre Dame B
1333,,,,,,,,,1000282,,,Oak Ridge
1334,,,,,,,,,1000863,,,Oceana NAS
1335,,,,,,,,,1000664,,,Ogden A.C.
1336,,,,,,,,,1000411,,,Ogden High
1337,,,,,Oglethorpe,,,,1000043,,Stormy Petrels,Oglethorpe
1338,,,,,,,,,1000554,,,Ohio Am. Corp.
1339,,,,,,,,,1000209,,,Ohio Medical
1340,,,,,,,,,1000457,,,Oklahoma City
1341,,,,,,,,,1000522,,,Oklahoma Mines
1342,,,,,,,,,1000735,,,Oklahoma Teachers
1343,,,,,,,,,1000821,,,Olathe Navy
1344,,,,,,,,,1000153,,,Olivet
1345,,,,,,,,,1000096,,,Olympic A.C.
1346,,,,,,,,,1000536,,,Olympic Club
1347,,,,,,,,,1000623,,,Omaha Balloon
1348,,,,,,,,,1000323,,,Omaha Light Guards
1349,,,,,,,,,1000286,,,Onondaga
1350,,,,,,,,,1000100,,,Orange A.C.
1351,,,,,,,,,1000738,,,Oregon College
1352,,,,,,,,,1000538,,,Oregon State Alumni
1353,,,,,,,,,1000537,,,Originals A.C.
1354,,,,,,,,,1000074,,,Ottawa
1355,,,,,,,,,1000805,,,Ottumwa Pre-Flight
1356,,,,,,,,,1000436,,,Ouachita
1357,,,,,,,,,1000585,,,Overland Station
1358,,,,,,,,,1000715,,,Ozarks
1359,,,,,Pacific,,,,1000044,,Tigers,Pacific
1360,,,,,,,,,1000796,,,Pacific All-Stars
1361,,,,,,,,,1000657,,,Pacific Fleet
1362,,,,,,,,,1000650,,,Pacific (Oregon)
1363,,,,,,,,,1000878,,,Pacific Submarines
1364,,,,,,,,,1000097,,,Palmyra
1365,,,,,,,,,1000742,,,Panhandle State
1366,,,,,,,,,1000220,,,Panora
1367,,,,,,,,,1000627,,,Park Field
1368,,,,,,,,,1000456,,,Parris Island Marines
1369,,,,,,,,,1000886,,,Parsons
1370,,,,,,,,,1000482,,,Parsons (Iowa)
1371,,,,,,,,,1000143,,,Pastime A.C.
1372,,,,,,,,,1000613,,,Payne Field
1373,,,,,,,,,1000673,,,Pearl Harbor
1374,,,,,,,,,1000593,,,Pelham Bay Navy
1375,,,,,,,,,1000587,,,Penn Radio School
1376,,,,,,,,,1000082,,,Pennsylvania Alumni
1377,,,,,,,,,1000201,,,Pennsylvania College
1378,,,,,,,,,1000073,,,Pennsylvania Military
1379,,,,,,,,,1000367,,,Pennsylvania Railroad YMCA
1380,,,,,,,,,1000191,,,Pennsylvania Reserves
1381,,,,,,,,,1000366,,,Pensacola A.C.
1382,,,,,,,,,1000783,,,Pensacola NAS
1383,,,,,,,,,1000337,,,Peoria Socials A.C.
1384,,,,,,,,,1000867,,,Pepperdine
1385,,,,,,,,,1000410,,,Peru State
1386,,,,,,,,,1000214,,,Phialdelphia YMCA
1387,,,,,,,,,1000270,,,Philadelphia A.C.
1388,,,,,,,,,1000070,,,Philadelphia All-Stars
1389,,,,,,,,,1000603,,,Philadelphia Naval Yard
1390,,,,,Phillips,,,,1000045,,Haymakers,Phillips
1391,,,,,,,,,1000198,,,Phoenix A.C.
1392,,,,,,,,,1000749,,,Phoenix All-Stars
1393,,,,,,,,,1000234,,,Phoenix Indians
1394,,,,,,,,,1000190,,,Physicians & Surgeons
1395,,,,,,,,,1000674,,,Piedmont
1396,,,,,,,,,1000133,,,Pittsburgh A.C.
1397,,,,,,,,,1000389,,,Pittsburgh Lyceum
1398,,,,,,,,,1000177,,,Pittsfield A.C.
1399,,,,,,,,,1000794,,,Pleasanton Navy
1400,,,,,,,,,1000807,,,Pomona Ordinance Base
1401,,,,,,,,,1000233,,,Pontiac A.C.
1402,,,,,,,,,1000447,,,Porter Military
1403,,,,,Portland,,,,1000046,,Pilots,Portland
1404,,,,,,,,,1000218,,,Portland A.C.
1405,,,,,,,,,1000450,,,Port Royal
1406,,,,,,,,,1000836,,,Portsmouth Fleet
1407,,,,,,,,,1000611,,,Post Field
1408,,,,,,,,,1000157,,,Prairie A.C.
1409,,,,,,,,,1000582,,,Presidio of San Francisco
1410,,,,,,,,,1000114,,,Princeton A.C.
1411,,,,,,,,,1000077,,,Princeton Alumni
1412,,,,,,,,,1000174,,,Princeton Seminary
1413,,,,,,,,,1000704,,,Providence
1414,,,,,,,,,1000334,,,Pueblo High
1415,,,,,,,,,1000307,,,Pueblo YMCA
1416,,,,,,,,,1000208,,,Purdue Alumni
1417,,,,,Quantico Marines,,,,1000047,,Devil Dogs,Quantico Marines
1418,,,,,,,,,1000292,,,Quincy A.C.
1419,,,,,Randolph Field,,,,1000048,,Ramblers,Randolph Field
1420,,,,,,,,,1000586,,,Ream Field
1421,,,,,Regis (CO),,,,1000049,,Rangers,Regis (CO)
1422,,,,,,,,,1000531,,,Reina Mercedes
1423,,,,,,,,,1000160,,,Reliance A.C.
1424,,,,,,,,,1000533,,,Richmond Blues
1425,,,,,,,,,1000791,,,Richmond Field
1426,,,,,,,,,1000099,,,Ridgefield A.C.
1427,,,,,,,,,1000496,,,Riverside
1428,,,,,,,,,1000383,,,Roanoke
1429,,,,,,,,,1000343,,,Rockford High
1430,,,,,,,,,1000256,,,Rockford YMCA
1431,,,,,,,,,1000765,,,Rockhurst
1432,,,,,,,,,1000276,,,Rock Island A.C.
1433,,,,,,,,,1000669,,,Rollins
1434,,,,,,,,,1000647,,,Rooks
1435,,,,,,,,,1000151,,,Rush Medical
1436,,,,,,,,,1000641,,,Rusk
1437,,,,,,,,,1000733,,,Sacaton Indians
1438,,,,,,,,,1000238,,,Sacred Heart (Wisconsin)
1439,,,,,Saint Louis,,,,1000050,,Billikens,Saint Louis
1440,,,,,Saint Mary's (CA),,,,1000051,,Gaels,Saint Mary's (CA)
1441,,,,,Saint Mary's (CA) Pre-Flight,,,,1000065,,Air Devils,Saint Mary's (CA) Pre-Flight
1442,,,,,,,,,1000799,,,Salt Lake Field
1443,,,,,,,,,1000414,,,Salt Lake High
1444,,,,,,,,,1000161,,,Salt Lake YMCA
1445,,,,,,,,,1000792,,,Sampson NTS
1446,,,,,,,,,1000820,,,San Diego Bombers (PCFL)
1447,,,,,,,,,1000745,,,San Diego Marines
1448,,,,,,,,,1000801,,,San Diego Navy
1449,SF,,,SF,San Francisco,,,,1000004,,Dons,San Francisco
1450,,,,,,,,,1000843,,,San Francisco Clippers (AFL)
1451,,,,,,,,,1000888,,,San Francisco State
1452,,,,,,,,,1000875,,,San Pedro A.C.
1453,,,,,,,,,1000636,,,San Pedro Navy
1454,,,,,,,,,1000788,,,Santa Ana Field
1455,SC,,,SC,Santa Clara,,,,1000003,,Broncos,Santa Clara
1456,,,,,,,,,1000335,,,Savannah A.C.
1457,,,,,,,,,1000247,,,S.B. Howard Park
1458,,,,,,,,,1000714,,,Schuylkill
1459,,,,,,,,,1000107,,,Schuylkill Navy
1460,,,,,,,,,1000629,,,Scott Field
1461,,,,,,,,,1000703,,,Scout Fleet
1462,,,,,,,,,1000725,,,Scranton
1463,,,,,,,,,1000465,,,Seamen Gunners
1464,,,,,Second Air Force,,,,1000053,,Superbombers,Second Air Force
1465,,,,,,,,,1000813,,,Second Air Force (Colorado)
1466,,,,,,,,,1000781,,,Second Air Force (Washington)
1467,,,,,,,,,1000081,,,Seton Hall
1468,,,,,,,,,1000655,,,Sewanee Club (Virginia)
1469,,,,,,,,,1000461,,,Sewanee Medical
1470,,,,,,,,,1000225,,,Shamokin
1471,,,,,,,,,1000227,,,Shattuck
1472,,,,,,,,,1000340,,,Sherman
1473,SHO,,,SHO,Shorter,#000000,,,2560,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2560.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2560.png']",Hawks,Shorter
1474,,,,,,,,,1000357,,,Shreveport A.C.
1475,,,,,,,,,1000332,,,Shurtleff
1476,,,,,,,,,1000170,,,Sioux City A.C.
1477,SIO,,,SIO,Sioux Falls,#000000,,,2894,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2894.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2894.png']",Cougars,Sioux Falls
